CaseNo,Address_1,DateOpened_1,CaseType,OpenClosed,Status,StatusDate_1
21640000SIGNS84          ,0 Alumni Dr,08/13/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,08/14/2014
17730653SIGNS            ,653 Squires Rd,08/13/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,08/14/2014
00160111-2               ,111 Alabama Ave,08/13/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/18/2014
03041992#4A-3            ,1992 Cambridge Dr #4a,08/13/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
12442400                 ,2400 Maplewood Dr,08/13/2014,Housing   ,Closed,Invalid Complaint                                 ,08/15/2014
17832041                 ,2041 St Michael Dr,08/13/2014,Housing   ,Closed,Invalid Complaint                                 ,08/14/2014
20671053#29              ,1053 Winburn Dr #29,08/13/2014,Housing   ,Closed,Resolved Complaint                                ,08/20/2014
09510500#40              ,500 Hollow Creek Rd #40,08/13/2014,Housing   ,Closed,Resolved Complaint                                ,08/20/2014
19601423#1EMER           ,1423 Versailles Rd #1 Aka 1419-1427 Versailles Rd,08/13/2014,Housing   ,Closed,Resolved Complaint                                ,08/14/2014
42530000W                ,0 Sullivans Trce,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
28763753W3               ,3753 White Pine Dr,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
05930000W3               ,0 Dunaway St,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
04850584W                ,584 Cricklewood Dr,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
09200561W2               ,561 Hi Crest Dr,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
12591582W8               ,1582 Martha Ct,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
12442400W7               ,2400 Maplewood Dr,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
09290000SIGNS21          ,0 E High St,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
06951205W4               ,1205 Fenwick Rd,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
19800000W3               ,0 Walden Dr,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
03110446W2               ,446 Campbell St,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
16440904W34              ,904 Royal Ave,08/13/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
20103961W2               ,3961 Weber Way,08/12/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/13/2014
20103965W                ,3965 Weber Way,08/12/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/13/2014
06870000W2               ,0 Farra Ct,08/12/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/13/2014
12040664W7               ,664 E Loudon Ave,08/12/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/13/2014
20910127W2               ,127 Withers Ave,08/12/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/13/2014
04931040-14              ,1040 Cross Keys Rd,08/12/2014,Housing   ,Closed,Invalid Complaint                                 ,08/14/2014
09510522#23-3            ,522 Hollow Creek Rd,08/12/2014,Housing   ,Open  ,Complaint Received                                ,08/12/2014
07020398-2               ,398 E Fifth St,08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/29/2014
07020426-2               ,426 E Fifth St,08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/29/2014
03781853                 ,1853 Chatsworth Dr,08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/23/2014
02221883-2               ,1883 Bowen Ct,08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
02221880                 ,1880 Bowen Ct,08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
02221879                 ,1879 Bowen Ct,08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
20542128EXT-3            ,2128 Will Fant Dr (Exterior),08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/23/2014
20703616-4               ,3616 Windgate Way,08/12/2014,Housing   ,Open  ,Reinspection                                      ,09/22/2014
21030326S2               ,326 Woodland Ave,08/12/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/12/2014
07020401-403             ,401-403 E Fifth St,08/12/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/12/2014
00241971-4               ,1971 Alice Dr,08/12/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/18/2014
20500512-3               ,512 Wilderness Rd,08/12/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/27/2014
07020427-429-3           ,427-429 E Fifth St,08/12/2014,Housing   ,Closed,Closed Out                                        ,09/30/2014
02221876-2               ,1876 Bowen Ct,08/12/2014,Housing   ,Closed,Closed Out                                        ,09/30/2014
17531104-4               ,1104 Sparks Rd,08/12/2014,Housing   ,Closed,Closed Out                                        ,09/23/2014
20500597                 ,597 Wilderness Rd,08/12/2014,Housing   ,Closed,Closed Out                                        ,09/23/2014
19840327EMER             ,327 Waller Ave,08/12/2014,Housing   ,Closed,Closed Out                                        ,08/15/2014
16920444W4               ,444 Severn Way,08/12/2014,Nuisance  ,Closed,Closed/Abated by City                             ,09/09/2014
21012498W6               ,2498 Woodhill Dr,08/12/2014,Nuisance  ,Closed,Closed/Abated by City                             ,09/02/2014
00100700W4               ,700 Addison Ave,08/12/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,09/12/2014
32420616W16              ,616 Smugglers Notch Dr,08/12/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,08/28/2014
19602285W4               ,2285 Versailles Rd,08/12/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,08/13/2014
17502704W2               ,2704 Southview Dr,08/12/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,08/13/2014
10040137W5               ,137 James Ct,08/12/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,08/12/2014
27433688W3               ,3688 Cottage Cir,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/29/2014
12813889W3               ,3889 Mcgarry Dr,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/29/2014
24600468W                ,468 Marblerock Way,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/02/2014
00100623W13              ,623 Addison Ave,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/24/2014
01221863W3               ,1863 Barksdale Dr,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
14831020W4               ,1020 Pennebaker Dr,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
07300209W4               ,209 Forest Park Rd,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
11970514W12              ,514 Lone Oak Dr,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
17930136W14              ,136 State St,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
17930208W4               ,208 State St,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
14380237W9               ,237 Osage Ct,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
34450252W4               ,252 Simba Way,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
02733284W2               ,3284 Buckhorn Dr,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/03/2014
07140730W12              ,730 Florida St,08/12/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
03460278W20              ,278 Castlewood Dr,08/11/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,08/14/2014
04173326W2               ,3326 Clays Mill Rd,08/11/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,09/02/2014
03900752W3               ,752 Cheryl Ln,08/11/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,09/10/2014
03460267W13              ,267 Castlewood Dr,08/11/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,09/02/2014
06470621W12              ,621 Elm Tree Ln,08/11/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,08/26/2014
06381505W4               ,1505 Elizabeth St,08/11/2014,Nuisance  ,Open  ,Appealed-Nuisance                                 ,08/12/2014
06470635W38              ,635 Elm Tree Ln,08/11/2014,Nuisance  ,Open  ,Appealed-Nuisance                                 ,08/14/2014
12140701-703W7           ,701-703 Lynn Rd,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/02/2014
02671670W                ,1670 Bryan Station Rd,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/26/2014
11720351W14              ,351 Linden Walk,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
13971839W12              ,1839 Nicholasville Rd,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
14300447W8               ,447 Oldham Ave,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
00510110W                ,110 Arcadia Park,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/29/2014
00510118W2               ,118 Arcadia Park,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/29/2014
10140217W2               ,217 Jesselin Dr,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/12/2014
09490116W2               ,116 Holiday Rd,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/25/2014
05130434W2               ,434 Dallas Ave,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
21401598W4               ,1598 Summerhill Dr,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/03/2014
03130336W3               ,336 Campsie Pl,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/25/2014
06470657W5               ,657 Elm Tree Ln,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/03/2014
04600119W                ,119 Constitution St,08/11/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/12/2014
32420612W10              ,612 Smugglers Notch Dr,08/11/2014,Nuisance  ,Closed,Closed/Abated by City                             ,09/04/2014
02360568W9               ,568 Breckenridge St,08/11/2014,Nuisance  ,Closed,Closed/Abated by City                             ,09/12/2014
35330000SIGNS16          ,0 Polo Club Blvd,08/11/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,08/11/2014
11600000SIGNS54          ,0 Liberty Rd,08/11/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,08/12/2014
06700000SIGNS4           ,0 Executive Dr,08/11/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,08/14/2014
29021293S                ,1293 Red Stone Dr,08/11/2014,Housing   ,Closed,Closed Out                                        ,09/24/2014
11000530                 ,530 Lagonda Ave Aka 536 Lagonda Ave,08/11/2014,Housing   ,Closed,Closed Out                                        ,09/23/2014
04062226S                ,2226 Circle Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
04062234S                ,2234 Circle Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
04062230S                ,2230 Circle Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
13720865S                ,865 Nandino Blvd,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29011176S                ,1176 Colorado Rd,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29011248S                ,1248 Colorado Rd,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29011244S                ,1244 Colorado Rd,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
17300320S2               ,320 E Sixth St,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
16960588S3               ,588 Shaftsbury Rd,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
42023024S                ,3024 Blackford Pkwy,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29021269S                ,1269 Red Stone Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29021253S                ,1253 Red Stone Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29021257S                ,1257 Red Stone Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29021225S                ,1225 Red Stone Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
28911839S                ,1839 Timber Creek Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29003152S                ,3152 Glenwood Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
28911811S                ,1811 Timber Creek Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
28911850S                ,1850 Timber Creek Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29003093S                ,3093 Glenwood Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
29003101S                ,3101 Glenwood Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
16531000S2               ,1000 Russell Cave Rd,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
03460225S2               ,225 Castlewood Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
15671798S                ,1798 Raleigh Rd,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
00931942S                ,1942 Augusta Dr,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/11/2014
02500516#4-3             ,516 N Broadway #4,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/15/2014
04600151-3               ,151 Constitution St,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/09/2014
02600133-2               ,133 Brown Ave Aka 131-133 Brown Ave,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/09/2014
02600131-4               ,131 Brown Ave Aka 131-133 Brown Ave,08/11/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/27/2014
02171278-3               ,1278 Bordeaux Dr,08/11/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
29011177S                ,1177 Colorado Rd,08/11/2014,Housing   ,Open  ,Appealed-Housing                                  ,08/11/2014
23570151#809             ,151 S Locust Hill Dr#809,08/11/2014,Housing   ,Closed,Closed/Cancelled-No Response from Tenant          ,08/13/2014
02060000W                ,0 Boiling Springs Dr,08/11/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/13/2014
32740841W4               ,841 Burkewood Dr,08/11/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/12/2014
32740845W5               ,845 Burkewood Dr,08/11/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/12/2014
23470000W15              ,0 Man O War Blvd,08/11/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/11/2014
20310119-4               ,119 Westwood Dr,08/11/2014,Housing   ,Closed,Resolved Complaint                                ,08/15/2014
04931040#53-2            ,1040 Cross Keys Rd#53,08/08/2014,Housing   ,Closed,Resolved Complaint                                ,08/13/2014
16012909W                ,2909 Richmond Rd,08/08/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,08/11/2014
30150328W                ,328 Masterson Station Dr,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/12/2014
43471800W                ,1800 Whitmer Way,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/11/2014
28763753W2               ,3753 White Pine Dr,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/11/2014
15343395W                ,3395 Post Rd,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/11/2014
16670770W3               ,770 Sandpiper Ct,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/13/2014
123008335                ,833 Malabu Dr,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/08/2014
04093090W                ,3090 Clair Rd,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/11/2014
08750150W                ,150 N Hanover Ave,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/11/2014
15030000SIGNS30          ,0 Pimlico Pkwy,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/14/2014
09321112W4               ,1112 Highland Park Dr,08/08/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/08/2014
32190120#G               ,120 Old Lafayette Ave #G,08/08/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/18/2014
16900140                 ,140 E Seventh St,08/08/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/12/2014
03910551W17              ,551 Chestnut St,08/08/2014,Nuisance  ,Closed,Closed/Abated by City                             ,08/29/2014
20500520W13              ,520 Wilderness Rd,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
20500578W15              ,578 Wilderness Rd,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
21140675W2               ,675 Woodward Ln,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
21140724W                ,724 Woodward Ln,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
43732930W2               ,2930 Cadentown Rd,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
00750133W14              ,133 Ashton Dr,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
20500649W8               ,649 Wilderness Rd,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/17/2014
31871161W                ,1161 Parliament Way,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
31871156W2               ,1156 Parliament Way,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/29/2014
03130338W13              ,338 Campsie Pl,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/25/2014
07140726W9               ,726 Florida St,08/08/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
00241995W22              ,1995 Alice Dr,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
17121830W2               ,1830 Shiloh Ct,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/22/2014
30532457W                ,2457 Wanda Ct,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/26/2014
13972690W4               ,2690 Nicholasville Rd,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/25/2014
09950238W15              ,238 Irvine Rd,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
32175902W3               ,5902 Old Richmond Rd,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/22/2014
10863724W13              ,3724 Kittiwake Dr,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
07651219W9               ,1219 Gainesway Dr,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/03/2014
03290912W                ,912 Carneal Rd,08/07/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
06470637W37              ,637 Elm Tree Ln,08/07/2014,Nuisance  ,Open  ,Appealed-Nuisance                                 ,08/14/2014
17531107W5               ,1107 Sparks Rd,08/07/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,08/27/2014
18590000SIGNS154         ,0 Tates Creek Rd,08/07/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,08/07/2014
11600000W11              ,0 Liberty Rd,08/07/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,08/07/2014
09290209S2               ,209 E High St,08/07/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/07/2014
09290215S2               ,215 E High St,08/07/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/07/2014
09290219S2               ,219 E High St,08/07/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/07/2014
09290227S                ,227 E High St,08/07/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/07/2014
09290239-259S            ,239-259 E High St,08/07/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/07/2014
00241995-5               ,1995 Alice Dr,08/07/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/15/2014
13600633-5               ,633 Mt Tabor Rd,08/07/2014,Housing   ,Closed,Closed Out                                        ,09/17/2014
14200546-8               ,546 Ohio St,08/07/2014,Housing   ,Closed,Closed/Cancelled-No Response from Tenant          ,08/13/2014
05130424-2               ,424 Dallas Ave,08/07/2014,Housing   ,Open  ,Reinspection                                      ,09/29/2014
05130426-6               ,426 Dallas Ave,08/07/2014,Housing   ,Open  ,Reinspection                                      ,09/29/2014
20542128#5-6             ,2128 Will Fant Dr #5,08/07/2014,Housing   ,Closed,Invalid Complaint                                 ,08/07/2014
29930000SIGNS            ,0 Gerardi Rd,08/07/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/08/2014
11600000SIGNS53          ,0 Liberty Rd,08/07/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/08/2014
35240000SIGNS9           ,0 Star Shoot Pkwy,08/07/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/08/2014
11700279W2               ,279 Lincoln Ave,08/07/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/11/2014
07651215W                ,1215 Gainesway Dr,08/07/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/08/2014
19471462W4               ,1462 Valdosta Ct,08/07/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/25/2014
43660913W                ,913 Serviceberry Dr,08/06/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/08/2014
19660000W                ,0 Village Dr,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/08/2014
11360829W7               ,829 Laurel Hill Rd,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/07/2014
02405501W                ,5501 Briar Hill Rd,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/07/2014
42380000SIGNS            ,0 Chevy Chase Ter,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/07/2014
44633750W                ,3750 Hardwood Rd,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/07/2014
05130424W7               ,424 Dallas Ave,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/07/2014
05130426W10              ,426 Dallas Ave,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/07/2014
06470000W5               ,0 Elm Tree Ln,08/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,08/07/2014
08790103-5               ,103 Harken Ct,08/06/2014,Housing   ,Open  ,Reinspection                                      ,09/23/2014
15400137-2               ,137 Preston Ave,08/06/2014,Housing   ,Open  ,Reinspection                                      ,09/19/2014
07202085-3               ,2085 Fontaine Rd,08/06/2014,Housing   ,Open  ,Reinspection                                      ,09/11/2014
11720346-2               ,346 Linden Walk,08/06/2014,Housing   ,Open  ,Reinspection                                      ,09/15/2014
06470635-10              ,635 Elm Tree Ln,08/06/2014,Housing   ,Closed,Closed Out                                        ,09/30/2014
11720346EMER             ,346 Linden Walk,08/06/2014,Housing   ,Closed,Closed Out                                        ,08/19/2014
08150108S                ,108 Goodrich Ave,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
34350806S                ,806 Vermillion Peak Pass,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
34350817S                ,817 Vermillion Peak Pass,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
15642047S2               ,2047 Rainbow Rd,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
15642051S                ,2051 Rainbow Rd,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
15642055S                ,2055 Rainbow Rd,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
15642059S                ,2059 Rainbow Rd,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
02193561S                ,3561 Boston Rd,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
28931993S                ,1993 Mountjoy Pl,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
15850385S                ,385 Redding Rd,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/06/2014
11660667#1-3             ,667 N Limestone #1,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/12/2014
09510537                 ,537 Hollow Creek Rd,08/06/2014,Housing   ,Open  ,Notice/Order Issued                               ,08/15/2014
15030000W7               ,0 Pimlico Pkwy,08/06/2014,Nuisance  ,Closed,Closed/Abated by City                             ,08/07/2014
07852107W6               ,2107 Georgian Way,08/06/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,08/26/2014
02193462W2               ,3462 Boston Rd,08/06/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,09/15/2014
02750369W7               ,369 Bucoto Ct,08/06/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,08/22/2014
20104017W4               ,4017 Weber Way,08/06/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,08/07/2014
19661445W5               ,1445 Village Dr,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/28/2014
00400466W2               ,466 Angliana Ave,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/22/2014
09510465W                ,465 Hollow Creek Rd,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/21/2014
14640606W                ,606 Parkside Dr,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/21/2014
02530349W3               ,349 S Broadway Park,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/21/2014
09540432W                ,432 Hollywood Dr,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/21/2014
18400217W2               ,217 Sycamore Rd,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/09/2014
05410935W2               ,935 Delaware Ave,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/22/2014
03960251W                ,251 Chippendale Cir,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
18683713W3               ,3713 Temple Dr,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/27/2014
08181308W3               ,1308 Grafton Dr,08/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/03/2014
12361064W2               ,1064 Manchester St,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/18/2014
38752407W                ,2407 Mackinwood Dr,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/02/2014
32360741W2               ,741 Miles Point Way,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/02/2014
16531975W24              ,1975 Russell Cave Rd,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/20/2014
19531554W                ,1554 Van Buren Dr,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/20/2014
17502941W4               ,2941 Southview Dr,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/20/2014
04510625W9               ,625 Columbia Ave,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/21/2014
02050372W2               ,372 Bob O Link Dr,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/26/2014
05410976W3               ,976 Delaware Ave,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/08/2014
05411000W5               ,1000 Delaware Ave,08/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/03/2014
