CaseNo,Address_1,DateOpened_1,CaseType,OpenClosed,Status,StatusDate_1
19634120-2               ,4120 Victoria Way,10/01/2014,Housing   ,Closed,Invalid Complaint                                 ,10/01/2014
05151855-2               ,1855 Dalton Ct,10/01/2014,Housing   ,Open  ,Complaint Received                                ,10/01/2014
07120740W10              ,740 Florence Ave,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
38090000W6               ,0 Sellers Aly,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
00430568W5               ,568 Anniston Dr,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
41690000W2               ,0 Windstar Way,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
22850903W2               ,903 Charwood Dr,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
08370000W2               ,0 Greendale Rd,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
12360000W4               ,0 Manchester St,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
09950240W                ,240 Irvine Rd,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
12040705W4               ,705 E Loudon Ave,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
14733201W12              ,3201 Paxson Ct,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
19602285W6               ,2285 Versailles Rd,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
02840340W                ,340 Burley Ave,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
08862104W6               ,2104 Harrodsburg Rd,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
09331406W37              ,1406 Highlawn Ave,10/01/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
19370000SIGNS2           ,0 Twain Ridge Dr,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
03640000SIGNS14          ,0 Centre Pkwy,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
19601907SIGNS5           ,1907 Versailles Rd,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
14923320SIGNS            ,3320 Pepperhill Rd,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
09130418SIGNS2           ,418 Henry Clay Blvd,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
09130234SIGNS            ,234 Henry Clay Blvd,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
09130340SIGNS            ,340 Henry Clay Blvd,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
11751556SIGNS            ,1556 Lindy Ln,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
20680000SIGNS27          ,0 Winchester Rd,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
17470450SIGNS            ,450 Southland Dr,10/01/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,10/01/2014
20640000SIGNS31          ,0 Wilson Downing Rd,09/30/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,09/30/2014
20681575SIGNS            ,1575 Winchester Rd,09/30/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,09/30/2014
35240000SIGNS10          ,0 Star Shoot Pkwy,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,10/01/2014
16010000SIGNS136         ,0 Richmond Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
08860000SIGNS139         ,0 Harrodsburg Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
13970000SIGNS142         ,0 Nicholasville Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
18590000SIGNS156         ,0 Tates Creek Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
03950000SIGNS32          ,0 Chinoe Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
04650000SIGNS22          ,0 Cooper Dr,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
17470000SIGNS61          ,0 Southland Dr,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
14660000SIGNS25          ,0 Pasadena Dr,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
04170000SIGNS103         ,0 Clays Mill Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
19840000SIGNS29          ,0 Waller Ave,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
07200000SIGNS32          ,0 Fontaine Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
06650000SIGNS16          ,0 Euclid Ave,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
09290000SIGNS23          ,0 E High St,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
12300000SIGNS11          ,0 Malabu Dr,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
15890000SIGNS12          ,0 Regency Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
19010000SIGNS37          ,0 Todds Rd,09/30/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/30/2014
18593399W2               ,3399 Tates Creek Rd,09/30/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,10/01/2014
06080209W2               ,209 Eastern Ave,09/30/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/29/2014
06080211W9               ,211 Eastern Ave,09/30/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/29/2014
00503230W4               ,3230 Aqueduct Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
00681269W3               ,1269 Ascot Park,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
34832712W3               ,2712 Mable Ln,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
08930301W4               ,301 Harvard Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
19071442W2               ,1442 Townley Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
20050963W4               ,963 Waverly Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
27820000W5               ,0 Old Paris Rd,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
00100626W                ,626 Addison Ave,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
04663315W8               ,3315 Cornwall Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
30532457W2               ,2457 Wanda Ct,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
11453510W2               ,3510 Leestown Rd,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
00992201W                ,2201 Azalea Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
42882692W                ,2692 Kearney Creek Ln,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
35610277W6               ,277 Chestnut Ridge Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
09370370W16              ,370 Hill N Dale Rd,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
14300432W8               ,432 Oldham Ave,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
42243165W2               ,3165 Sweet Clover Ln,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
42243157W2               ,3157 Sweet Clover Ln,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
30490637W                ,637 Morgan Hills Dr,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
12841042W                ,1042 Meadow Ln,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
12050201W2               ,201 W Loudon Ave,09/30/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
13970000SIGNS141         ,0 Nicholasville Rd,09/30/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,10/01/2014
16330228W5               ,228 Rose St,09/30/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,10/01/2014
19900224W7               ,224 Walton Ave,09/30/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,10/01/2014
30500892W3               ,892 Marblehead Dr,09/30/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,10/01/2014
00160140W4               ,140 Alabama Ave,09/30/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,10/01/2014
09510500#48              ,500 Hollow Creek Rd #48,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
17190716-2               ,716 Shropshire Ave,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
00980419-2               ,419 Aylesford Pl,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
08790105-5               ,105 Harken Ct,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
04600129                 ,129 Constitution St,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
19601724#215B            ,1724 Versailles Rd #215b,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
21642800-3               ,2800 Alumni Dr,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
00160140-1               ,140 Alabama Ave,09/30/2014,Housing   ,Open  ,Complaint Received                                ,09/30/2014
18630224S                ,224 Taylor Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
24684617S                ,4617 Hickory Creek Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
24684620S                ,4620 Hickory Creek Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
09440229S2               ,229 Hillsboro Ave,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
24760512S                ,512 Stone Creek Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
24760508S                ,508 Stone Creek Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
13961238S                ,1238 Nice Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
13961252S                ,1252 Nice Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
13961264S                ,1264 Nice Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
34382077S                ,2077 Allegheny Way,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
02073520S                ,3520 Bold Bidder Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
02073524S                ,3524 Bold Bidder Dr,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
25394869S                ,4869 Firebrook Blvd,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
15850435S                ,435 Redding Rd,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
14200320-4               ,320 Ohio St,09/30/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
04680313-3               ,313 Corral St,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
11253461S                ,3461 Lansdowne Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
11410300S                ,300 Leawood Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
11410304S                ,304 Leawood Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694600S                ,4600 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694604S                ,4604 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694608S                ,4608 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694612S                ,4612 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694617S                ,4617 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694620S                ,4620 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694629S                ,4629 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694632S                ,4632 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694633S                ,4633 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694636S                ,4636 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694640S                ,4640 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
16060405S                ,405 Ridgeway Rd,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
16060408S                ,408 Ridgeway Rd,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
18833403S                ,3403 Thistleton Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
18833415S                ,3415 Thistleton Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
18833419S                ,3419 Thistleton Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
18833423S                ,3423 Thistleton Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24694645S                ,4645 Oak Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
18833427S                ,3427 Thistleton Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684628S                ,4628 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684629S                ,4629 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684632S                ,4632 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
25294633S                ,4633 Hickory Creek Cir,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684636S                ,4636 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684637S                ,4637 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684649S                ,4649 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704636S                ,4636 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704644S                ,4644 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704648S                ,4648 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704661S                ,4661 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704664S                ,4664 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704665S                ,4665 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704668S                ,4668 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704677S                ,4677 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24704681S                ,4681 Spring Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24681208S                ,1208 Hickory Creek Cir,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
25291204S                ,1204 Hickory Creek Cir,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684600S                ,4600 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684604S                ,4604 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684605S                ,4605 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684609S2               ,4609 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684613S2               ,4613 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
24684616S                ,4616 Hickory Creek Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
32783356                 ,3356 Tyler Ct,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
32783369                 ,3369 Tyler Ct,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/29/2014
09290898                 ,898 E High St,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
13581409-3               ,1409 Mt Rainier Dr,09/29/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
12781760#17              ,1760 Mccullough Dr#17,09/29/2014,Housing   ,Open  ,Complaint Received                                ,09/29/2014
12910205-5               ,205 Melbourne Way,09/29/2014,Housing   ,Open  ,Complaint Received                                ,09/29/2014
41152316W2               ,2316 Mulundy Way,09/29/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/30/2014
21130416W13              ,416 Woodview Dr,09/29/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/30/2014
03041980#6A-4            ,1980 Cambridge Dr#6a,09/29/2014,Housing   ,Closed,Resolved Complaint                                ,10/01/2014
42882697W                ,2697 Kearney Creek Ln,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
24684653S                ,4653 Hickory Creek Dr,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
24704617S                ,4617 Spring Creek Dr,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
24704629S                ,4629 Spring Creek Dr,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
24704633S                ,4633 Spring Creek Dr,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
24704640S                ,4640 Spring Creek Dr,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
42882704W4               ,2704 Kearney Creek Ln,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,10/01/2014
08181365W3               ,1365 Grafton Dr,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
08181361W3               ,1361 Grafton Dr,09/29/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
05693452W13              ,3452 Dixiana Dr,09/29/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,10/01/2014
23470000SIGNS264         ,0 Man O War Blvd,09/29/2014,Nuisance  ,Open  ,Sign Complaint Received                           ,09/29/2014
21640000W8               ,0 Alumni Dr,09/26/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,09/30/2014
36100324W2               ,324 Cedar Mill Cir,09/26/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/26/2014
17740142W5               ,142 St Ann Dr,09/26/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
20180305W2               ,305 Wem Ct,09/26/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
20180304W6               ,304 Wem Ct,09/26/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
01781328W3               ,1328 Beulah Park,09/26/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/30/2014
43490416W                ,416 Cunningham Ln,09/26/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
04170000SIGNS102         ,0 Clays Mill Rd,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
03042017W8               ,2017 Cambridge Dr,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/30/2014
18380197W3               ,197 Swigert Ave,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/30/2014
40352552W5               ,2552 Moray Pl,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/30/2014
12770522W                ,522 Mccubbing Dr,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
18130115W4               ,115 Suburban Ct,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/29/2014
42023016SIGNS            ,3016 Blackford Pkwy,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/29/2014
06040323W2               ,323 S Eagle Creek Dr,09/26/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/29/2014
08603708#2               ,3708 Hacker Ct#2,09/26/2014,Housing   ,Open  ,Complaint Received                                ,09/26/2014
13191174-2               ,1174 Millcreek Dr,09/26/2014,Housing   ,Open  ,Complaint Received                                ,09/26/2014
10111756W2               ,1756 Jennifer Rd,09/26/2014,Housing   ,Open  ,Complaint Received                                ,09/26/2014
24684621S                ,4621 Hickory Creek Dr,09/26/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/26/2014
10100444BRDUP-3          ,444 Jefferson St,09/26/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/26/2014
10100444CONDEM           ,444 Jefferson St,09/26/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/26/2014
16900214CONDEM           ,214 E Seventh St,09/26/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/26/2014
02060249                 ,249 Boiling Springs Dr,09/25/2014,Housing   ,Open  ,Notice/Order Issued                               ,09/30/2014
32783373                 ,3373 Tyler Ct,09/25/2014,Housing   ,Closed,Invalid Complaint                                 ,09/26/2014
32783365-3               ,3365 Tyler Ct,09/25/2014,Housing   ,Closed,Invalid Complaint                                 ,09/26/2014
01640780W2               ,780 Bennett Ave,09/25/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/25/2014
35840000W3               ,0 Trailwood Ln,09/25/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
11450000SIGNS31          ,0 Leestown Rd,09/25/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
09191555W15              ,1555 Heron Ln,09/25/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/25/2014
11340340W                ,340 Larkwood Dr,09/25/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
08510000W                ,0 Grimes Mill Rd,09/25/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/29/2014
33470000W2               ,0 Kenyon Rd,09/25/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
20410945W11              ,945 Whitney Ave,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/26/2014
01640782W2               ,782 Bennett Ave,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
02511089W30              ,1089 S Broadway,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
00100610W13              ,610 Addison Ave,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
17490552W                ,552 Southridge Dr,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
14300381W                ,381 Oldham Ave,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
14600309W2               ,309 Park Ave,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
14300385W6               ,385 Oldham Ave,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
14200425W3               ,425 Ohio St,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
00550165W4               ,165 Arceme Ave,09/25/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
20660212W4               ,212 Wilton Ave,09/25/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/26/2014
03600945W2               ,945 Celia Ln,09/25/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/29/2014
09283130W6               ,3130 High Ridge Dr,09/25/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/29/2014
02850135W13              ,135 Burnett Ave,09/25/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/26/2014
06760133W10              ,133 Fairlawn Ave,09/25/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/29/2014
15970000SIGNS9           ,0 W Reynolds Rd,09/25/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/25/2014
23470000SIGNS263         ,0 Man O War Blvd,09/25/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/25/2014
08860000SIGNS138         ,0 Harrodsburg Rd,09/24/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/25/2014
08860000SIGNS137         ,0 Harrodsburg Rd,09/24/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,09/25/2014
00232290W5               ,2290 Alexandria Dr,09/24/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/29/2014
13400165W4               ,165 Montmullin St,09/24/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/25/2014
06080202W6               ,202 Eastern Ave,09/24/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/26/2014
06080206W11              ,206 Eastern Ave,09/24/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/26/2014
16830417W10              ,417 E Second St,09/24/2014,Nuisance  ,Open  ,Nuisance w/Civil Penalty                          ,09/26/2014
35610277W5               ,277 Chestnut Ridge Dr,09/24/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,09/26/2014
09320940W3               ,940 Highland Park Dr,09/24/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,09/25/2014
09300852W                ,852 W High St,09/24/2014,Nuisance  ,Closed,Closed Nuisance                                   ,09/24/2014
09300831W18              ,831 W High St,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/24/2014
16091876W17              ,1876 Rittenhouse Ct,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/24/2014
19930858W3               ,858 Ward Dr,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/24/2014
09290702W19              ,702 E High St,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/25/2014
14300389W3               ,389 Oldham Ave,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/29/2014
41733008W                ,3008 Mahala Cv,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/25/2014
04680355W2               ,355 Corral St,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/23/2014
06170159W6               ,159 Eddie St,09/24/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,09/23/2014
04173101SIGNS            ,3101 Clays Mill Rd,09/24/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/24/2014
35820265W5               ,265 Clover Valley Dr,09/24/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
14701052W8               ,1052 Patricia Ln,09/24/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
41132740W                ,2740 Red Clover Ln,09/24/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,09/26/2014
