permit_no;date;address;type;work;entity;start;end;lnblock
 28806;12/19/2014;523 Willy St;Installation;New Construction;Columbia Gas;01/16/2015;02/06/2015;Yes
 28804;12/19/2014;429 Bourbon Ave;Street Cut;Maintenance;Kentucky American Water;12/17/2014;01/07/2015;Yes
 28802;12/19/2014;1012 Liberty Rd;Street Cut;Repair;Columbia Gas;12/12/2014;01/03/2015;Yes
 28803;12/19/2014;2825 Easthills Dr;Installation;Maintenance;Kentucky American Water;12/15/2014;01/05/2015;No
 28800;12/19/2014;637 Patterson St;Street Cut;Maintenance;Columbia Gas;12/15/2014;01/05/2015;Yes
 28801;12/19/2014;730 Dakota St;Installation;Maintenance;Columbia Gas;12/15/2014;01/05/2015;No
 28805;12/19/2014;615 De Roode St;Annual General Permit;Maintenance;Columbia Gas;12/17/2014;01/07/2015;No
 28798;12/16/2014;3490 Twillingate Ct;Installation;Maintenance;Kentucky American Water;12/12/2014;01/02/2015;No
 28799;12/16/2014;3857 Trout Ct;Installation;Maintenance;Kentucky American Water;12/15/2014;01/05/2015;No
 28796;12/16/2014;3393 Squire Oak Dr;Installation;Repair;Columbia Gas;12/11/2014;01/01/2015;No
 28797;12/16/2014;717 Camino Dr;Annual General Permit;Repair;Columbia Gas;01/20/2015;02/10/2015;No
 28789;12/16/2014;740 Old Dobbin Rd;Installation;Repair;Columbia Gas;12/09/2014;12/16/2014;No
 28790;12/16/2014;;Installation;New Construction;Kentucky American Water;01/12/2015;02/12/2015;No
 28791;12/16/2014;1327 Prather Rd;Installation;Repair;Columbia Gas;12/10/2014;12/31/2014;No
 28792;12/16/2014;906 Tates Creek Rd;Street Cut;Repair;Kentucky American Water;12/11/2014;01/01/2015;Yes
 28793;12/16/2014;1752 Appomattox Rd;Installation;Repair;Columbia Gas;12/11/2014;12/16/2014;No
 28794;12/16/2014;304 Purdue Pl;Installation;Repair;Columbia Gas;12/11/2014;01/01/2015;No
 28795;12/16/2014;1590 Harrodsburg Rd;Street Cut;Repair;Columbia Gas;11/26/2014;12/16/2014;Yes
 28782;12/15/2014;1108 Prospect Ave;Street Cut;Repair;Kentucky American Water;12/11/2014;01/01/2015;Yes
 28781;12/15/2014;104 Cisco Rd;Street Cut;Repair;Columbia Gas;12/10/2014;12/31/2014;Yes
 28776;12/15/2014;434 Queensway Dr;Installation;Repair;Columbia Gas;12/09/2014;12/15/2014;No
 28777;12/15/2014;209 Conn Ter;Installation;Repair;Columbia Gas;12/09/2014;12/30/2014;No
 28778;12/15/2014;213 Conn Ter;Installation;Repair;Columbia Gas;12/09/2014;12/30/2014;No
 28779;12/15/2014;460 Rose Ln;Installation;New Construction;Kentucky American Water;01/09/2015;02/09/2015;No
 28780;12/15/2014;559 S Forbes Rd;Installation;Maintenance;Kentucky American Water;12/10/2014;12/31/2014;No
 28783;12/15/2014;432 Ash St;Annual General Permit;Repair;Columbia Gas;01/14/2015;02/04/2015;No
 28784;12/15/2014;439 Glen Arvin Ave;Street Cut;Repair;Columbia Gas;01/21/2015;02/11/2015;Yes
 28785;12/15/2014;854 W High St;Street Cut;Repair;Columbia Gas;01/16/2015;02/06/2015;No
 28786;12/15/2014;808 W Maxwell St;Street Cut;Repair;Columbia Gas;01/22/2015;02/12/2015;Yes
 28787;12/15/2014;637 Patterson St;Street Cut;Repair;Columbia Gas;01/21/2015;02/11/2015;Yes
 28788;12/15/2014;2785 Kearney Creek Ln;Installation;New Construction;Columbia Gas;02/24/2015;03/17/2015;No
 28765;12/11/2014;1840 Courtland Dr;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);12/01/2014;12/31/2014;No
 28766;12/11/2014;1500 Durham Ct;Installation;Maintenance;Kentucky American Water;12/08/2014;12/29/2014;No
 28767;12/11/2014;3094 Harrodsburg Rd;Annual General Permit;Maintenance;Time Warner Cable, Inc.;01/05/2015;01/26/2015;No
 28768;12/11/2014;377 E Main St;Installation;Maintenance;Time Warner Cable, Inc.;12/09/2014;12/30/2015;Yes
 28769;12/11/2014;3057 Montavesta Rd;Installation;Maintenance;Kentucky American Water;12/08/2014;12/29/2014;No
 28770;12/11/2014;;Street Cut;Repair;Columbia Gas;12/08/2014;12/29/2014;Yes
 28771;12/11/2014;200 Shady Ln;Installation;Maintenance;Kentucky American Water;12/09/2014;12/30/2014;No
 28772;12/11/2014;214 Shady Ln;Installation;Maintenance;Kentucky American Water;12/09/2014;12/30/2014;No
 28773;12/11/2014;1864 Wildwood Ave;Installation;Maintenance;Kentucky American Water;12/09/2014;12/30/2014;No
 28774;12/11/2014;;Street Cut;Maintenance;Kentucky American Water;12/09/2014;12/30/2014;Yes
 28775;12/11/2014;912 Tates Creek Rd;Street Cut;Maintenance;Kentucky American Water;12/09/2014;12/30/2014;Yes
 28764;12/08/2014;1020  Whipple Ct;Annual General Permit;;Time Warner Cable, Inc.;12/05/2014;12/26/2014;No
 28757;12/08/2014;227 E High St;Street Cut;Repair;LFUCG-San Sewers (Water Quality);12/08/2014;12/29/2014;Yes
 28763;12/08/2014;2004 Duncan Machinery Dr;Installation;Repair;Columbia Gas;12/01/2014;12/08/2014;No
 28758;12/08/2014;545 Cane Run Rd;Installation;Maintenance;Kentucky American Water;11/22/2014;12/13/2014;No
 28759;12/08/2014;1721 Cold Harbor Dr;Annual General Permit;New Construction;Columbia Gas;12/08/2014;12/29/2014;No
 28760;12/08/2014;Chantilly St;Street Cut;Repair;Kentucky American Water;11/25/2014;12/16/2014;Yes
 28761;12/08/2014;427 Michigan St;Street Cut;Repair;Kentucky American Water;11/27/2014;12/18/2014;Yes
 28762;12/08/2014;486 Erie Rd;Street Cut;Repair;Kentucky American Water;11/26/2014;12/17/2014;Yes
 28752;12/05/2014;648 Laco Dr;Annual General Permit;Maintenance;Time Warner Cable, Inc.;12/10/2014;12/31/2014;No
 28750;12/05/2014;2453 Vale Dr;Annual General Permit;Repair;Columbia Gas;11/25/2014;12/05/2014;No
 28751;12/05/2014;;Street Cut;New Construction;Kentucky American Water;12/10/2014;12/31/2014;Yes
 28746;12/05/2014;475 W Second St;Street Cut;Repair;Columbia Gas;11/19/2014;12/10/2014;No
 28747;12/05/2014;426 Curry Ave;Street Cut;Repair;Columbia Gas;11/20/2014;12/11/2014;Yes
 28748;12/05/2014;417 S Mill St;Installation;Repair;Columbia Gas;11/20/2014;12/11/2014;No
 28749;12/05/2014;247 Pepper Dr;Installation;Repair;Columbia Gas;11/24/2014;12/15/2014;No
 28753;12/05/2014;223 University Ave;Street Cut;Maintenance;Kentucky American Water;12/05/2014;12/26/2014;Yes
 28754;12/05/2014;224 State St;Street Cut;Maintenance;Kentucky American Water;12/05/2014;12/26/2014;No
 28755;12/05/2014;125 Lisle Industrial Ave;Annual General Permit;Maintenance;Time Warner Cable, Inc.;12/05/2014;12/26/2014;No
 28735;12/05/2014;;Installation;New Construction;Kentucky American Water;12/28/2014;01/28/2015;No
 28736;12/05/2014;651 Kingston Rd;Annual General Permit;New Construction;Columbia Gas;12/16/2014;01/06/2015;No
 28737;12/05/2014;2936 Blackford Pkwy;Installation;New Construction;Columbia Gas;01/13/2015;02/03/2015;No
 28738;12/05/2014;336 Lincoln Ave;Street Cut;Maintenance;Kentucky American Water;12/03/2014;12/24/2014;Yes
 28739;12/05/2014;512 Hawks Nest Pt;Annual General Permit;New Construction;Delta Gas;12/04/2014;12/25/2014;No
 28740;12/05/2014;447 Oldham Ave;Installation;Maintenance;Kentucky American Water;12/04/2014;12/25/2014;No
 28741;12/05/2014;1725 Harrodsburg Rd;Street Cut;Repair;Columbia Gas;12/02/2014;12/24/2014;Yes
 28756;12/05/2014;2238 Harrods Pointe Trce;Installation;New Construction;Columbia Gas;01/05/2015;01/26/2015;No
 28742;12/05/2014;2973 Runnymede Way;Annual General Permit;New Construction;Columbia Gas;12/17/2014;01/07/2015;No
 28743;12/05/2014;481 Severn Way;Installation;New Construction;Columbia Gas;01/05/2015;01/26/2015;No
 28744;12/05/2014;1841 Darien Dr;Street Cut;Maintenance;Kentucky American Water;12/04/2014;12/25/2014;Yes
 28745;12/05/2014;174 Jesselin Dr;Street Cut;Maintenance;Kentucky American Water;12/04/2014;12/25/2014;No
 28706;12/04/2014;Marne Ave;Installation;New Construction;Columbia Gas;01/23/2015;02/13/2015;No
 28723;12/04/2014;1181 Bay Meadows Dr;Installation;New Construction;Columbia Gas;01/26/2015;02/16/2015;No
 28705;12/04/2014;558 Emerson Dr;Installation;Repair;Columbia Gas;11/24/2014;12/15/2014;No
 28703;12/04/2014;315 Kingsway Dr;Street Cut;Repair;Columbia Gas;11/21/2014;12/12/2014;Yes
 28704;12/04/2014;432 Rookwood Pkwy;Installation;Repair;Columbia Gas;11/21/2014;12/03/2014;No
 28707;12/04/2014;1200, 1211 Autumn Ridge Dr;Installation;New Construction;Columbia Gas;12/08/2014;12/29/2014;No
 28708;12/04/2014;824 Gerardi Rd;Installation;New Construction;Columbia Gas;12/08/2014;12/29/2014;No
 28724;12/04/2014;3415 Crimson King Ct;Annual General Permit;Repair;Columbia Gas;12/08/2014;12/04/2014;No
 28725;12/04/2014;899 Charwood Dr;Annual General Permit;Repair;Columbia Gas;01/19/2015;02/09/2015;No
 28709;12/04/2014;215 E Sixth St;Street Cut;Repair;Columbia Gas;12/08/2014;12/29/2014;No
 28726;12/04/2014;4934 Hartland Pkwy;Annual General Permit;Repair;Columbia Gas;12/08/2014;12/29/2014;No
 28727;12/04/2014;Beringer Dr;Annual General Permit;Repair;Columbia Gas;12/11/2014;01/01/2015;No
 28710;12/04/2014;328 Holiday Rd;Installation;Repair;Columbia Gas;12/08/2014;12/29/2014;No
 28728;12/04/2014;3505 Rocky Hill Ter;Street Cut;Repair;Columbia Gas;12/08/2014;12/29/2014;Yes
 28729;12/04/2014;3653 River Park Dr;Installation;Repair;Kentucky American Water;11/25/2014;12/16/2014;No
 28730;12/04/2014;;Installation;Repair;Kentucky American Water;11/25/2014;12/16/2014;No
 28711;12/04/2014;1839 Chatsworth Dr;Street Cut;Repair;Kentucky American Water;11/25/2014;12/16/2014;Yes
 28713;12/04/2014;1454 Jingle Bell Ln;Street Cut;Repair;LFUCG-San Sewers (Water Quality);12/03/2014;12/24/2014;Yes
 28732;12/04/2014;;Annual General Permit;Repair;Kentucky American Water;11/26/2014;12/17/2014;No
 28712;12/04/2014;1809 Joan Dr;Annual General Permit;Repair;Columbia Gas;11/25/2014;12/03/2014;No
 28731;12/04/2014;2980 Candlelight Way;Annual General Permit;Repair;Columbia Gas;11/25/2014;12/04/2014;No
 28715;12/04/2014;1454 Jingle Bell Ln;Street Cut;Repair;LFUCG-San Sewers (Water Quality);12/02/2014;12/23/2014;Yes
 28734;12/04/2014;4717 Windstar Way;Annual General Permit;New Construction;Delta Gas;12/01/2014;12/31/2014;No
 28716;12/04/2014;801 Winchester Rd;Street Cut;Maintenance;Windstream Communications;10/10/2014;01/30/2015;Yes
 28717;12/04/2014;1744 Richmond Rd;Installation;Maintenance;Kentucky American Water;12/01/2014;12/23/2014;No
 28718;12/04/2014;120 Devonia Ave;Street Cut;Maintenance;Kentucky American Water;12/01/2014;12/22/2014;Yes
 28719;12/04/2014;126 Wittland Ln;Street Cut;Maintenance;Columbia Gas;11/26/2014;12/17/2014;Yes
 28733;12/04/2014;457 Ashland Ter;Installation;Repair;Columbia Gas;11/26/2014;12/17/2014;No
 28714;12/04/2014;105 Wittland Ln;Street Cut;Repair;Columbia Gas;11/26/2014;12/17/2014;Yes
 28721;12/04/2014;Tahoma Rd;Street Cut;Maintenance;Kentucky American Water;03/28/2014;12/23/2014;Yes
 28701;12/04/2014;662 Caden Ln;Annual General Permit;Repair;Columbia Gas;11/19/2014;12/03/2014;No
 28702;12/04/2014;2778 Baybrook Rd;Installation;Repair;Columbia Gas;11/19/2014;12/03/2014;No
 28722;12/04/2014;789 Lansdowne Cir;Installation;Repair;Columbia Gas;11/20/2014;12/11/2014;No
 28720;12/04/2014;3500 Gunbow Ct;Installation;Maintenance;Kentucky American Water;11/20/2014;12/11/2014;No
 28693;12/02/2014;;Street Cut;Maintenance;Kentucky American Water;11/20/2014;12/11/2014;Yes
 28694;12/02/2014;522 Codell Dr;Installation;Maintenance;Kentucky American Water;11/20/2014;12/11/2014;No
 28695;12/02/2014;Beasley St;Street Cut;Repair;LFUCG-San Sewers (Water Quality);11/25/2014;12/16/2014;Yes
 28696;12/02/2014;2060 Regency Rd;Installation;Maintenance;Kentucky American Water;11/21/2014;12/12/2014;No
 28697;12/02/2014;877 Laurel Hill Rd;Street Cut;Maintenance;Kentucky American Water;11/22/2014;12/13/2014;Yes
 28698;12/02/2014;1408 Highlawn Ave;Street Cut;Maintenance;Kentucky American Water;11/21/2014;12/12/2014;Yes
 28699;12/02/2014;737 Wellington Way;Installation;Maintenance;Kentucky American Water;11/21/2014;12/12/2014;No
 28700;12/02/2014;3385 Squire Oak Dr;Annual General Permit;Repair;Kentucky American Water;11/26/2014;12/17/2014;No
 28683;11/21/2014;1881 Courtland Dr;Annual General Permit;Repair;Columbia Gas;11/17/2014;12/08/2014;No
 28684;11/21/2014;485 W Fourth St;Street Cut;Repair;Columbia Gas;11/17/2014;12/08/2014;Yes
 28685;11/21/2014;1401 Cantrill Ct;Annual General Permit;Repair;Columbia Gas;11/18/2014;12/09/2014;No
 28686;11/21/2014;1820 Nicholasville Rd;Annual General Permit;Maintenance;Time Warner Cable, Inc.;11/26/2014;12/17/2014;Yes
 28687;11/21/2014;1803 Darien Dr;Installation;Maintenance;Kentucky American Water;11/18/2014;12/09/2014;No
 28688;11/21/2014;4029  Real Quiet Ln;Installation;New Construction;Columbia Gas;12/02/2014;12/23/2014;No
 28689;11/21/2014;Jersey St;Street Cut;Repair;LFUCG-San Sewers (Water Quality);11/19/2014;12/10/2014;Yes
 28690;11/21/2014;2250 Leestown Rd;Installation;Maintenance;Kentucky American Water;11/19/2014;12/10/2014;No
 28691;11/21/2014;3044 Majestic View Walk;Installation;Maintenance;Kentucky American Water;11/19/2014;12/10/2014;No
 28692;11/21/2014;1601 Raleigh Rd;Installation;Maintenance;Kentucky American Water;11/19/2014;12/10/2014;No
 28672;11/18/2014;419 Clinton Rd;Annual General Permit;Repair;Columbia Gas;11/12/2014;12/03/2014;No
 28673;11/18/2014;170 St James Dr;Annual General Permit;Repair;Columbia Gas;11/12/2014;11/18/2014;No
 28674;11/18/2014;386 Sheridan Dr;Street Cut;Repair;Columbia Gas;11/12/2014;12/29/2014;Yes
 28667;11/18/2014;3415 Pimlico Pkwy;Street Cut;New Construction;Columbia Gas;12/09/2014;12/30/2014;No
 28675;11/18/2014;196 Idle Hour Dr;Installation;New Construction;Columbia Gas;11/26/2014;12/17/2014;No
 28676;11/18/2014;543 Laketower Dr;Annual General Permit;New Construction;Columbia Gas;01/05/2015;01/26/2015;No
 28677;11/18/2014;Cherry Meadow Path;Annual General Permit;New Construction;Columbia Gas;11/26/2014;12/17/2014;No
 28678;11/18/2014;4625 Windstar Way;Annual General Permit;New Construction;Delta Gas;11/17/2014;12/08/2014;No
 28679;11/18/2014;1618 Ft Sumter Dr;Installation;Repair;Columbia Gas;11/13/2014;11/18/2014;No
 28669;11/18/2014;213 Whitfield Dr;Annual General Permit;New Construction;Delta Gas;11/17/2014;12/08/2014;No
 28670;11/18/2014;3270 Pimlico Pkwy;Installation;Maintenance;Kentucky American Water;11/12/2014;12/03/2014;No
 28680;11/18/2014;210 Engman Ave;Street Cut;Repair;Columbia Gas;11/14/2014;12/05/2014;Yes
 28681;11/18/2014;1013 Meadow Ln;Street Cut;Repair;Columbia Gas;11/15/2014;12/06/2014;Yes
 28682;11/18/2014;407 Marquis Ave;Street Cut;New Construction;Columbia Gas;11/21/2014;12/12/2014;Yes
 28671;11/18/2014;2187 Harrodsburg Rd;Installation;New Construction;Time Warner Cable, Inc.;11/17/2014;12/08/2014;No
 28661;11/18/2014;2075 Parkers Mill Rd;Annual General Permit;Maintenance;Windstream Communications;10/07/2014;11/30/2014;No
 28662;11/18/2014;3537 Bold Bidder Dr;Installation;Maintenance;Kentucky American Water;11/10/2014;12/01/2014;No
 28663;11/18/2014;1254 Kastle Rd;Installation;Repair;Columbia Gas;11/08/2014;11/29/2014;No
 28664;11/18/2014;3669-3673 Sundart Dr;Street Cut;Repair;LFUCG-San Sewers (Water Quality);11/14/2014;12/05/2014;Yes
 28665;11/18/2014;262-266 Tangley Way;Street Cut;Repair;LFUCG-San Sewers (Water Quality);11/14/2014;12/05/2014;Yes
 28666;11/18/2014;746 Bravington Way;Street Cut;Maintenance;Kentucky American Water;11/11/2014;12/02/2014;Yes
 28659;11/14/2014;1416 Highlawn Ave;Street Cut;Maintenance;Kentucky American Water;11/10/2014;12/01/2014;Yes
 28660;11/14/2014;1416 Highlawn Ave;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);11/10/2014;12/01/2014;Yes
 28656;11/13/2014;1814  Richmond Rd;Installation;Repair;Columbia Gas;11/11/2014;12/02/2014;No
 28657;11/13/2014;150 St Phillip Dr;Installation;Repair;Columbia Gas;11/11/2014;12/02/2014;No
 28658;11/13/2014;153 St Phillip Dr;Installation;Repair;Columbia Gas;11/11/2014;12/02/2014;No
 28655;11/13/2014;1057/1061 Nandino Blvd;Installation;Add/Change Equipment;Kentucky American Water;12/14/2014;01/16/2015;No
 28647;11/13/2014;602 Sayre Ave;Street Cut;Maintenance;Kentucky American Water;11/08/2014;11/29/2014;Yes
 28654;11/13/2014;400 Sandalwood Dr;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);11/14/2014;12/05/2014;Yes
 28651;11/13/2014;628 Lisa Ct;Street Cut;Maintenance;Kentucky American Water;11/10/2014;12/01/2014;Yes
 28652;11/13/2014;Rose St;Street Cut;Maintenance;Kentucky American Water;11/10/2014;12/04/2014;Yes
 28653;11/13/2014;;Street Cut;Repair;Columbia Gas;11/06/2014;11/27/2014;Yes
 28648;11/13/2014;211 E Sixth St;Annual General Permit;Maintenance;Windstream Communications;11/07/2014;11/28/2014;No
 28649;11/13/2014;405 W Sixth St;Annual General Permit;Maintenance;Windstream Communications;11/05/2014;11/13/2014;No
 28650;11/13/2014;601  W Main St;Installation;Maintenance;Windstream Communications;10/06/2014;10/31/2014;No
 28646;11/13/2014;120 Montmullin St;Street Cut;Repair;Columbia Gas;11/06/2014;11/27/2014;Yes
 28643;11/13/2014;428-438 Woodland Ave;Street Cut;Repair;LFUCG-San Sewers (Water Quality);11/13/2014;12/07/2014;Yes
 28644;11/13/2014;407 Spring St;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);11/13/2014;12/04/2014;Yes
 28645;11/13/2014;;Installation;New Construction;Kentucky Utilities;11/10/2014;12/01/2014;Yes
 28639;11/13/2014;704, 706 Franklin Ave;Street Cut;Repair;Columbia Gas;11/05/2014;11/26/2014;Yes
 28640;11/13/2014;676 Headley Ave;Street Cut;Repair;Columbia Gas;11/04/2014;01/01/2015;Yes
 28641;11/13/2014;Willard St;Street Cut;Repair;Columbia Gas;11/13/2014;12/04/2014;Yes
 28642;11/13/2014;123 Montmullin St;Installation;Repair;Columbia Gas;11/19/2014;12/10/2014;No
 28632;11/12/2014;551 Bob O Link Dr;Street Cut;Repair;Columbia Gas;01/14/2015;02/04/2015;Yes
 28631;11/12/2014;241 Albany Rd;Installation;Repair;Columbia Gas;11/10/2014;12/01/2014;No
 28628;11/12/2014;1611 Anniston Dr;Installation;Repair;Columbia Gas;11/05/2014;11/11/2014;No
 28629;11/12/2014;1220 Hammond Ave;Installation;Repair;Columbia Gas;11/10/2014;12/01/2014;No
 28630;11/12/2014;Molloy Aly;Installation;Repair;Columbia Gas;11/11/2014;12/01/2014;No
 28633;11/12/2014;1453 Valdosta Ct;Annual General Permit;Repair;Columbia Gas;11/06/2014;11/11/2014;No
 28634;11/12/2014;1397 W Main St;Annual General Permit;Maintenance;Windstream Communications;11/07/2014;11/11/2014;No
 28635;11/12/2014;1606 Raleigh Rd;Annual General Permit;Repair;Columbia Gas;11/07/2014;11/28/2014;No
 28636;11/12/2014;1694 Waycross Cir;Annual General Permit;Repair;Columbia Gas;11/07/2014;11/11/2014;No
 28637;11/12/2014;401 Clinton Rd;Installation;Repair;Columbia Gas;11/07/2014;11/11/2014;No
 28638;11/12/2014;581, 585 Plainview Rd;Installation;Repair;Columbia Gas;11/07/2014;11/28/2014;No
 28668;11/12/2014;2061 Buck Ln;Installation;Maintenance;Contractor;11/17/2014;12/26/2014;No
 28623;11/12/2014;559 Horton Ct;Installation;Maintenance;Contractor;11/17/2014;12/26/2014;No
 28624;11/12/2014;150 Shawnee Pl;Street Cut;Add/Change Equipment;Kentucky American Water;11/04/2014;11/25/2014;Yes
 28625;11/12/2014;3411 Briarcliff Cir;Annual General Permit;Repair;Columbia Gas;11/04/2014;11/25/2014;No
 28626;11/12/2014;3939 Tates Creek Rd;Annual General Permit;New Construction;Time Warner Cable, Inc.;11/12/2014;12/03/2014;Yes
 28627;11/12/2014;;Annual General Permit;New Construction;Time Warner Cable, Inc.;11/12/2014;12/03/2014;Yes
 28620;11/07/2014;3140-3148 Cherry Meadow Path;Installation;New Construction;Columbia Gas;11/19/2014;12/10/2014;No
 28621;11/07/2014;221 Lincoln Ave;Street Cut;Maintenance;Kentucky American Water;11/05/2014;11/26/2014;Yes
 28617;11/07/2014;1843 Battery St;Installation;New Construction;Columbia Gas;01/17/2015;02/07/2015;No
 28618;11/07/2014;547 Emerson Dr;Installation;New Construction;Columbia Gas;12/03/2014;12/24/2014;No
 28619;11/07/2014;430 E Fourth St;Street Cut;New Construction;Columbia Gas;11/18/2014;12/09/2014;Yes
 28612;11/07/2014;;Installation;Maintenance;Kentucky Utilities;12/01/2014;03/31/2015;No
 28613;11/07/2014;505-529 Harry St;Installation;New Construction;Kentucky Utilities;11/30/2014;02/28/2015;No
 28614;11/07/2014;1817 Courtland Dr;Annual General Permit;Repair;Columbia Gas;11/04/2014;11/25/2014;No
 28615;11/07/2014;3334 Lawson Ln;Annual General Permit;New Construction;Columbia Gas;11/26/2014;12/17/2014;No
 28616;11/07/2014;126 Ransom Ave;Annual General Permit;Repair;Columbia Gas;11/04/2014;11/06/2014;No
 28606;11/07/2014;1056 Crestfield Ln;Annual General Permit;New Construction;Columbia Gas;11/14/2014;12/05/2014;No
