CaseNo;Address_1;DateOpened_1;CaseType;OpenClosed;Status;StatusDate_1
09681025S                ;1025 Hudson Ave;04/02/2014;Housing   ;Open  ;Reinspection                                      ;07/17/2014
10300546S                ;546 Judy Ln;04/02/2014;Housing   ;Open  ;Reinspection                                      ;08/11/2014
08862339W                ;2339 Harrodsburg Rd;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/03/2014
12670409W28              ;409 E Maxwell St;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/03/2014
18601197W                ;1197 Tatesbrook Dr;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/03/2014
01781355W                ;1355 Beulah Park;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/04/2014
02073501W7               ;3501 Bold Bidder Dr;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/04/2014
03641256W16              ;1256 Centre Pkwy;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/04/2014
01781630W                ;1630 Beulah Park;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/04/2014
01781359W                ;1359 Beulah Park;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/04/2014
03641234W                ;1234 Centre Pkwy;04/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/08/2014
09681021S                ;1021 Hudson Ave;04/02/2014;Housing   ;Closed;Closed Out                                        ;05/21/2014
12040171S2               ;171 E Loudon Ave;04/02/2014;Housing   ;Closed;Closed Out                                        ;05/30/2014
09681017S                ;1017 Hudson Ave;04/02/2014;Housing   ;Closed;Closed Out                                        ;08/07/2014
10300542S                ;542 Judy Ln;04/02/2014;Housing   ;Closed;Closed Out                                        ;08/11/2014
09681009S                ;1009 Hudson Ave;04/02/2014;Housing   ;Closed;Closed Out                                        ;09/24/2014
16270300-3               ;300 Romany Rd;04/02/2014;Housing   ;Closed;Closed Out                                        ;07/21/2014
16440914-3               ;914 Royal Ave (Board Up);04/02/2014;Housing   ;Closed;Closed Out                                        ;04/15/2014
05100721-2               ;721 Dakota St;04/02/2014;Housing   ;Closed;Closed Out                                        ;06/27/2014
13440462#BCONDEM         ;462 Morgan Ave #B;04/02/2014;Housing   ;Closed;Closed Out                                        ;09/23/2014
29942565-2               ;2565 Cashel Ct;04/02/2014;Housing   ;Closed;Closed Out                                        ;05/23/2014
03460228-2               ;228 Castlewood Dr;04/02/2014;Housing   ;Closed;Closed Out                                        ;06/27/2014
13953611                 ;3611 Niagara Dr;04/02/2014;Housing   ;Closed;Closed Out                                        ;10/07/2014
15811200W13              ;1200 Red Mile Rd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
02671686W4               ;1686 Bryan Station Rd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/17/2014
02501709W                ;1709 N Broadway;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;05/05/2014
19772945W3               ;2945 Waco Rd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
14181213W4               ;1213 Octavian Cir;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/16/2014
03161304W5               ;1304 Canonero Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
00621129W2               ;1129 Armstrong Mill Rd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
13191186W                ;1186 Millcreek Dr (Aka 1188 Millcreek Dr);04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/22/2014
00483619W                ;3619 Appian Way (Aka 3617 Appian Way);04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
00483625W2               ;3625 Appian Way;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
23411232W3               ;1232 Appian Cir;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
31341206-1208W2          ;1206-1208 Accord Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
13191048W                ;1048 Millcreek Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
07393609W                ;3609 Fox Run Rd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/22/2014
02073665W6               ;3665 Bold Bidder Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
18601100W2               ;1100 Tatesbrook Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/22/2014
18601176W                ;1176 Tatesbrook Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
18601187W2               ;1187 Tatesbrook Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
18601104W                ;1104 Tatesbrook Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
27091205W2               ;1205 Crown Cir;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
12991151W4               ;1151 Merewood Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/22/2014
19171062W                ;1062 Trent Blvd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/24/2014
02073609W2               ;3609 Bold Bidder Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
03641224-1226W5          ;1224-1226 Centre Pkwy;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/25/2014
13953611W3               ;3611 Niagara Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/25/2014
13191178W                ;1178 Millcreek Dr (Aka 1180 Millcreek Dr);04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/30/2014
03641252W5               ;1252 Centre Pkwy;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;05/06/2014
19171190W3               ;1190 Trent Blvd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;05/07/2014
19171187W3               ;1187 Trent Blvd;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;05/07/2014
18601195W                ;1195 Tatesbrook Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;05/22/2014
06170128W16              ;128 Eddie St;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/17/2014
06170189W5               ;189 Eddie St;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/17/2014
06170188W4               ;188 Eddie St;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/17/2014
16900195W9               ;195 E Seventh St;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/17/2014
06170166W6               ;166 Eddie St;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/23/2014
06170167W5               ;167 Eddie St;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;05/23/2014
03460231W3               ;231 Castlewood Dr;04/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2014
05100715-4               ;715 Dakota St;04/02/2014;Housing   ;Closed;Housing Closed w/Civil Penalty                    ;08/12/2014
13440462-3               ;462 Morgan Ave;04/02/2014;Housing   ;Closed;Housing Closed w/Civil Penalty                    ;11/11/2014
31670000SIGNS30          ;0 Sir Barton Way;04/02/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;04/02/2014
05107401/2               ;740 1/2 Dakota St;04/02/2014;Housing   ;Open  ;Housing w/Civil Penalty                           ;02/11/2015
14800508W11              ;508 Pemberton St;04/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;04/29/2014
16900197-199W14          ;197-199 E Seventh St;04/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;04/29/2014
06981103W                ;1103 Fern Ave;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
15501101W                ;1101 Prospect Ave;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
15501107W2               ;1107 Prospect Ave;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
17280164W                ;164 Simpson Ave;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
18001106W2               ;1106 Stillwell Ave;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
18001108W9               ;1108 Stillwell Ave;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
18601131W                ;1131 Tatesbrook Dr;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
00483632-3634W2          ;3632-3634 Appian Way;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/04/2014
19181150W                ;1150 Trent Cir;04/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/04/2014
03641260W11              ;1260 Centre Pkwy (Aka 1262 Centre Pkwy);04/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;04/28/2014
03641208W12              ;1208 Centre Pkwy;04/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;05/22/2014
03641284W23              ;1284 Centre Pkwy;04/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;05/27/2014
31341202-1204W3          ;1202-1204 Accord Dr;04/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;11/18/2014
16900187-189W7           ;187-189 E Seventh St;04/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;04/17/2014
06170196W4               ;196 Eddie St;04/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;04/18/2014
21140708W9               ;708 Woodward Ln;04/01/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;09/25/2014
17190615W7               ;615 Shropshire Ave;04/01/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;10/28/2014
00901618W2               ;1618 Auburn Dr;04/01/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/02/2014
06072941W3               ;2941 Easthills Dr;04/01/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;04/03/2014
05100765W15              ;765 Dakota St;04/01/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/13/2014
17310228-3               ;228 W Sixth St;04/01/2014;Housing   ;Open  ;Housing w/Civil Penalty                           ;02/06/2015
16840652W6               ;652 W Second St;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/22/2014
20330805W                ;805 Wheatcroft Ct;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/16/2014
20330816W                ;816 Wheatcroft Ct;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/16/2014
00911424W6               ;1424 Audubon Ave;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/17/2014
08861946W                ;1946 Harrodsburg Rd;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/22/2014
17341004W11              ;1004 Slashes Rd;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
32730611W5               ;611 Big Bear Ln;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/15/2014
32730613W6               ;613 Big Bear Ln;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/17/2014
00681261W5               ;1261 Ascot Park;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/21/2014
32730611W6               ;611 Big Bear Ln;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/30/2014
03270443W                ;443 Carlisle Ave;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/18/2014
02360545W5               ;545 Breckenridge St;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/18/2014
05100737W9               ;737 Dakota St;04/01/2014;Nuisance  ;Closed;Closed Nuisance                                   ;04/18/2014
17392853#5               ;2853 Snow Rd #5;04/01/2014;Housing   ;Closed;Closed Out                                        ;06/25/2014
03503547S2               ;3547 Caulder Rd;04/01/2014;Housing   ;Closed;Closed Out                                        ;04/14/2014
00231580S2               ;1580 Alexandria Dr;04/01/2014;Housing   ;Closed;Closed Out                                        ;08/14/2014
16060429S2               ;429 Ridgeway Rd;04/01/2014;Housing   ;Closed;Closed Out                                        ;08/15/2014
03073745S2               ;3745 Camelot Dr;04/01/2014;Housing   ;Closed;Closed Out                                        ;08/15/2014
12910305S                ;305 Melbourne Way;04/01/2014;Housing   ;Closed;Closed Out                                        ;08/15/2014
12300135-145-2           ;135-145 Malabu Dr;04/01/2014;Housing   ;Closed;Closed Out                                        ;05/14/2014
15400180                 ;180 Preston Ave;04/01/2014;Housing   ;Closed;Closed Out                                        ;05/27/2014
12271202W                ;1202 W Main St;04/01/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/03/2014
06001852W7               ;1852 Dunkirk Dr;04/01/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/03/2014
09001720W3               ;1720 Hawthorne Ln;04/01/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/02/2014
42691893W4               ;1893 Millbank Rd;04/01/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/02/2014
17930215W21              ;215 State St;04/01/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/03/2014
14380285W8               ;285 Osage Ct;04/01/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/02/2014
29942565W9               ;2565 Cashel Ct;04/01/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/02/2014
05470142 1/2W            ;142 1/2 Delmont Dr;03/31/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/01/2014
10312083-2085W10         ;2083-2085 Laverne Ct;03/31/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;04/23/2014
